categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;27/12/2021;22:34:29;13;NUÑEZ;;3000.0;-34.5515232082858;-58.4604197510007;GCS Web;Femenino;Cerrado;29/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;27/12/2021;02:52:00;12;VILLA URQUIZA;;2175.0;-34.5784968543815;-58.4883092274693;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;27/12/2021;09:26:01;1;MONSERRAT;;299.0;-34.6157976740463;-58.37031691269689;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;27/12/2021;10:59:22;13;BELGRANO;;7101.0;-34.5476171157718;-58.44273145956821;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;27/12/2021;14:49:34;14;PALERMO;;5245.0;-34.5773950153818;-58.4314161777103;App BA 147;Masculino;Cerrado;29/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;27/12/2021;13:52:16;5;ALMAGRO;;3901.0;-34.6000992903225;-58.4191953375807;App BA 147;Femenino;Cerrado;28/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;27/12/2021;22:00:34;12;SAAVEDRA;;3611.0;-34.5525960874698;-58.475179164888296;App BA 147;Femenino;Cerrado;28/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;28/12/2021;21:09:31;2;RECOLETA;;1584.0;-34.5886596334337;-58.398486880983896;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;28/12/2021;08:21:36;15;CHACARITA;;640.0;-34.5848601430718;-58.454368962421206;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;28/12/2021;05:39:17;14;PALERMO;;1724.0;-34.5682410220011;-58.4339672788746;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;28/12/2021;11:25:31;12;SAAVEDRA;;4426.0;-34.5466309140107;-58.481159160643;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;28/12/2021;01:09:41;6;CABALLITO;;391.0;-34.627698453172805;-58.4321373159509;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;28/12/2021;10:39:52;12;VILLA URQUIZA;;2150.0;-34.577786119043495;-58.4863842297013;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;28/12/2021;20:55:45;12;VILLA URQUIZA;;2760.0;-34.5723350226489;-58.489960880457;GCS Web;Masculino;Cerrado;29/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;29/12/2021;00:09:44;15;VILLA CRESPO;;489.0;-34.5979259382189;-58.435328745003794;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;29/12/2021;12:59:28;14;PALERMO;;5245.0;-34.5773950153818;-58.4314161777103;App BA 147;Masculino;Cerrado;29/12/2021;00:00:00
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;29/12/2021;09:14:54;12;SAAVEDRA;;4685.0;-34.5439385573224;-58.4803659014463;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;29/12/2021;09:26:01;9;MATADEROS;;6717.0;-34.6647691572016;-58.5009607814363;Operador GCBA;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;29/12/2021;09:42:15;15;VILLA CRESPO;;231.0;-34.6026890161393;-58.43798806202;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;29/12/2021;15:34:47;4;BARRACAS;;1321.0;-34.6479629148128;-58.3685266384171;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;29/12/2021;23:09:01;6;CABALLITO;;897.0;-34.6218552139259;-58.440730196562605;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;29/12/2021;22:05:51;12;COGHLAN;;3452.0;-34.5570370178336;-58.478932662754495;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;29/12/2021;16:49:13;7;FLORES;;81.0;-34.6282108365678;-58.45732707055839;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;30/12/2021;22:45:41;2;RECOLETA;;2790.0;-34.5860189784751;-58.4027402462382;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;30/12/2021;11:28:07;5;ALMAGRO;;4400.0;-34.6144319714028;-58.427538491937504;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;30/12/2021;08:50:44;13;BELGRANO;;2677.0;-34.556841927757304;-58.4610736622418;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;30/12/2021;21:33:16;15;PARQUE CHAS;;2501.0;-34.5850921305791;-58.4731336565813;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;31/12/2021;04:00:31;1;MONSERRAT;;535.0;-34.6141915835831;-58.3746817222937;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;31/12/2021;06:15:55;6;CABALLITO;;1584.0;-34.6291249805581;-58.4495381151887;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;31/12/2021;07:25:27;8;VILLA RIACHUELO;;5684.0;-34.6943530289892;-58.467982888821794;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;31/12/2021;13:29:01;1;RETIRO;;973.0;-34.5974887617355;-58.386997796692896;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;31/12/2021;14:45:59;13;BELGRANO;;1970.0;-34.564469814315;-58.457479591962205;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;Denuncia;31/12/2021;16:11:15;2;RECOLETA;;970.0;-34.5967037788025;-58.40178162651421;App BA 147;Femenino;Abierto;;
